source,target,y,split
CHEMBL.COMPOUND:CHEMBL1604,MONDO:0024330,1,train
CHEMBL.COMPOUND:CHEMBL22,MONDO:0024330,1,val
CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0024330,1,train
CHEMBL.COMPOUND:CHEMBL3301800,MONDO:0024330,1,train
CHEMBL.COMPOUND:CHEMBL1727,MONDO:0024330,1,train
CHEMBL.COMPOUND:CHEMBL1628385,MONDO:0024330,1,val
CHEMBL.COMPOUND:CHEMBL1423,MONDO:0007661,1,train
CHEMBL.COMPOUND:CHEMBL54,MONDO:0007661,1,train
CHEMBL.COMPOUND:CHEMBL1873475,MONDO:0000432,1,train
CHEMBL.COMPOUND:CHEMBL1200661,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1200947,MONDO:0005338,1,val
CHEMBL.COMPOUND:CHEMBL352705,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1201341,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1201162,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1200963,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL153984,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL550,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1201177,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL173706,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL20,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL19,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL423,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL17,MONDO:0005338,1,test
CHEMBL.COMPOUND:CHEMBL1963683,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL20835,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1201002,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL94,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL134,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1050,MONDO:0005338,1,test
CHEMBL.COMPOUND:CHEMBL14,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL1201274,MONDO:0005338,1,train
CHEMBL.COMPOUND:CHEMBL499915,MONDO:0003749,1,train
CHEMBL.COMPOUND:CHEMBL1201001,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL1201734,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL1873475,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL1488,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL1096882,MONDO:0004948,1,val
CHEMBL.COMPOUND:CHEMBL515,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL3137309,MONDO:0004948,1,val
CHEMBL.COMPOUND:CHEMBL635,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL2216870,MONDO:0004948,1,train
CHEMBL.COMPOUND:CHEMBL608,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL345714,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL1201625,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL503,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL264374,MONDO:0001336,1,test
CHEMBL.COMPOUND:CHEMBL11608,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL565,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL1200777,MONDO:0001336,1,train
CHEMBL.COMPOUND:CHEMBL672,MONDO:0001336,1,test
CHEMBL.COMPOUND:CHEMBL1382627,MONDO:0004674,1,train
CHEMBL.COMPOUND:CHEMBL3988900,MONDO:0021178,1,test
CHEMBL.COMPOUND:CHEMBL2108514,MONDO:0021178,1,train
CHEMBL.COMPOUND:CHEMBL3184986,MONDO:0021178,1,val
CHEMBL.COMPOUND:CHEMBL1201171,MONDO:0021178,1,train
CHEMBL.COMPOUND:CHEMBL2105629,MONDO:0005611,1,train
CHEMBL.COMPOUND:CHEMBL932,MONDO:0004981,1,val
CHEMBL.COMPOUND:CHEMBL631,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL3545057,MONDO:0004981,1,test
CHEMBL.COMPOUND:CHEMBL2111112,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1201115,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1697,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1201486,MONDO:0004981,1,test
CHEMBL.COMPOUND:CHEMBL473,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1200822,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1671,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL3039191,MONDO:0004981,1,train
CHEMBL.COMPOUND:CHEMBL1194,MONDO:0001780,1,train
CHEMBL.COMPOUND:CHEMBL2110900,MONDO:0001780,1,train
CHEMBL.COMPOUND:CHEMBL79,MONDO:0001780,1,train
CHEMBL.COMPOUND:CHEMBL1082607,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1256786,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1760,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL3989646,MONDO:0004849,1,test
CHEMBL.COMPOUND:CHEMBL1200405,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1370561,MONDO:0004849,1,val
CHEMBL.COMPOUND:CHEMBL2134724,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1200811,MONDO:0004849,1,val
CHEMBL.COMPOUND:CHEMBL1473,MONDO:0004849,1,val
CHEMBL.COMPOUND:CHEMBL1159717,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL221190,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1084647,MONDO:0004849,1,train
CHEMBL.COMPOUND:CHEMBL1200812,MONDO:0004849,1,test
CHEMBL.COMPOUND:CHEMBL2106514,MONDO:0005152,1,train
CHEMBL.COMPOUND:CHEMBL3039355,MONDO:0005133,1,val
CHEMBL.COMPOUND:CHEMBL1201199,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL103,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL1201151,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL877,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL110691,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL1201247,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL1387,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL1201309,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL305242,MONDO:0005133,1,train
CHEMBL.COMPOUND:CHEMBL1729579,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL3184143,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1587,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL1558,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1017,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200338,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1016,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL352705,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL3989562,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200343,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL585,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL995,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL435,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL267744,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL4297548,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL878,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200692,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL99701,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL842,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL3989848,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL547,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL250270,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200337,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL521606,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1201365,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200425,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL428768,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1275868,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1069,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1484,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1200402,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL2104578,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1697,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1763,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL862,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1788133,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL173706,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL267936,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL2104030,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL349803,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200987,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1742424,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL500,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL802,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL45816,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200831,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1165,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1148,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL420,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL459,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1684,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1095097,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1560,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL406,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL1345,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1201167,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL2105776,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1472989,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL305380,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL589583,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL423,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1648,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1694,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL578,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1980706,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1200561,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL255014,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL3039598,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL2361370,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL2028661,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1577,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL152067,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL289480,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL2074922,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1671,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200323,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL276832,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL517199,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL432162,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL1592,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1200745,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL2079671,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL51,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1201002,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1513,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1639,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL24,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1398126,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1280,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1393,MONDO:0005044,1,val
CHEMBL.COMPOUND:CHEMBL2104605,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL134,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL434394,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL2110627,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1054,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1726,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1318341,MONDO:0005044,1,test
CHEMBL.COMPOUND:CHEMBL1237132,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200813,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL193,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL772,MONDO:0005044,1,train
CHEMBL.COMPOUND:CHEMBL1200875,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1201764,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1200871,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL3142544,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1200803,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1346,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1231,MONDO:0006624,1,train
CHEMBL.COMPOUND:CHEMBL1888176,MONDO:0006624,1,val
CHEMBL.COMPOUND:CHEMBL1182,MONDO:0006032,1,train
CHEMBL.COMPOUND:CHEMBL1202,MONDO:0006032,1,test
CHEMBL.COMPOUND:CHEMBL9,MONDO:0006032,1,train
CHEMBL.COMPOUND:CHEMBL4,MONDO:0006032,1,train
CHEMBL.COMPOUND:CHEMBL1544,MONDO:0005420,1,train
CHEMBL.COMPOUND:CHEMBL30,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL480,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL3833310,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL3183075,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL1092473,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL1200470,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL902,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL2367706,MONDO:0005412,1,train
CHEMBL.COMPOUND:CHEMBL1219,MONDO:0005412,1,test
CHEMBL.COMPOUND:CHEMBL34259,MONDO:0008334,1,val
CHEMBL.COMPOUND:CHEMBL1657,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL464,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL1160819,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL593429,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL539648,MONDO:0008334,1,test
CHEMBL.COMPOUND:CHEMBL650,MONDO:0008334,1,train
CHEMBL.COMPOUND:CHEMBL1182,MONDO:0004737,1,train
CHEMBL.COMPOUND:CHEMBL3218576,MONDO:0004095,1,train
CHEMBL.COMPOUND:CHEMBL175247,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL1693,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL1200952,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL3545985,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL781,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL1615439,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL2106217,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL2311170,MONDO:0011122,1,val
CHEMBL.COMPOUND:CHEMBL1419,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL92161,MONDO:0011122,1,val
CHEMBL.COMPOUND:CHEMBL2106838,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL2095211,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL1200595,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL1574,MONDO:0011122,1,train
CHEMBL.COMPOUND:CHEMBL2105566,MONDO:0011122,1,test
CHEMBL.COMPOUND:CHEMBL1187846,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1201173,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1618018,MONDO:0020283,1,test
CHEMBL.COMPOUND:CHEMBL502109,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0020283,1,test
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1152,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1723241,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1201389,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL4299247,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1200617,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1747,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL1088938,MONDO:0020283,1,train
CHEMBL.COMPOUND:CHEMBL3039448,MONDO:0020283,1,val
CHEMBL.COMPOUND:CHEMBL2103846,MONDO:0001572,1,train
CHEMBL.COMPOUND:CHEMBL996,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL194126,MONDO:0004522,1,val
CHEMBL.COMPOUND:CHEMBL137,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL1730,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL32,MONDO:0004522,1,val
CHEMBL.COMPOUND:CHEMBL43708,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL1146,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL9,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL3392481,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL702,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL766,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL3833340,MONDO:0004522,1,train
CHEMBL.COMPOUND:CHEMBL1201538,MONDO:0011068,1,train
CHEMBL.COMPOUND:CHEMBL1716,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL3544908,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1607273,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1200795,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL829,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1411979,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1241,MESH:D012912,1,val
CHEMBL.COMPOUND:CHEMBL1200618,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1004,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1200339,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL648,MESH:D012912,1,test
CHEMBL.COMPOUND:CHEMBL1201483,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL2107640,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1397202,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1187694,MESH:D012912,1,test
CHEMBL.COMPOUND:CHEMBL1201659,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL22150,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1200469,MESH:D012912,1,val
CHEMBL.COMPOUND:CHEMBL296419,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL52440,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1305,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1653,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1172,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1201535,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL998,MESH:D012912,1,val
CHEMBL.COMPOUND:CHEMBL1201463,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1200959,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1256139,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1224,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL1712842,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL511,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL17157,MESH:D012912,1,train
CHEMBL.COMPOUND:CHEMBL917,MONDO:0002691,1,train
CHEMBL.COMPOUND:CHEMBL435883,MONDO:0005149,1,test
CHEMBL.COMPOUND:CHEMBL1237119,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL1454385,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL2103873,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL238804,MONDO:0005149,1,val
CHEMBL.COMPOUND:CHEMBL779,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL1200689,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL73151,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL494,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL1139,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL957,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL1111,MONDO:0005149,1,train
CHEMBL.COMPOUND:CHEMBL2107834,MONDO:0005149,1,val
CHEMBL.COMPOUND:CHEMBL1737,MONDO:0005149,1,test
CHEMBL.COMPOUND:CHEMBL1292,MONDO:0018824,1,train
CHEMBL.COMPOUND:CHEMBL481,MONDO:0004970,1,train
CHEMBL.COMPOUND:CHEMBL105,MONDO:0004970,1,train
CHEMBL.COMPOUND:CHEMBL1079742,MONDO:0004970,1,train
CHEMBL.COMPOUND:CHEMBL1773,MONDO:0004970,1,train
CHEMBL.COMPOUND:CHEMBL888,MONDO:0004970,1,train
CHEMBL.COMPOUND:CHEMBL932,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL631,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL3545057,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL2111112,MONDO:0012737,1,val
CHEMBL.COMPOUND:CHEMBL1201115,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1697,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1700,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1201486,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL473,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1200822,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1671,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL184412,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL3039191,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL1280,MONDO:0012737,1,train
CHEMBL.COMPOUND:CHEMBL829,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0010481,1,val
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL1200469,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL1200959,MONDO:0010481,1,val
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL1712842,MONDO:0010481,1,train
CHEMBL.COMPOUND:CHEMBL4297931,MONDO:0005230,1,train
CHEMBL.COMPOUND:CHEMBL194126,MONDO:0005230,1,val
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0005230,1,test
CHEMBL.COMPOUND:CHEMBL3989766,MONDO:0005230,1,val
CHEMBL.COMPOUND:CHEMBL1200729,MONDO:0005230,1,test
CHEMBL.COMPOUND:CHEMBL2105637,MONDO:0005230,1,train
CHEMBL.COMPOUND:CHEMBL34259,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL1201001,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL1488,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL508191,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL513,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL3085504,MONDO:0011508,1,val
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0011508,1,train
CHEMBL.COMPOUND:CHEMBL1487,MONDO:0005347,1,train
CHEMBL.COMPOUND:CHEMBL573,MONDO:0005347,1,train
CHEMBL.COMPOUND:CHEMBL457,MONDO:0005347,1,train
CHEMBL.COMPOUND:CHEMBL1744447,MONDO:0005347,1,train
CHEMBL.COMPOUND:CHEMBL1064,MONDO:0005347,1,train
CHEMBL.COMPOUND:CHEMBL3137327,MONDO:0005347,1,train
